System,Planet,Region,xcoord,ycoord,wiki
Mandalore,Kalevala,Outer Rim,351.082,284.794,http://starwars.wikia.com/wiki/Kalevala
Rayter,Karra,Outer Rim,-157.043,-917.722,http://starwars.wikia.com/wiki/Karra
Belderone,Kodai,Outer Rim,626.302,368.385,http://starwars.wikia.com/wiki/Kodai
Cademimu,Lenico IV,Outer Rim,62.809,386.906,http://starwars.wikia.com/wiki/Lenico_system
Meridian,Nim Drovis,Outer Rim,622.668,294.619,http://starwars.wikia.com/wiki/Nim_Drovis
Esstran,Odacer-Faustin,Outer Rim,564.865,483.091,http://starwars.wikia.com/wiki/Odacer-Faustin
Brema,Ord Ibanna,Outer Rim,136.716,-781.355,http://starwars.wikia.com/wiki/Ord_Ibanna
Noonian,Ord Sigatt,Outer Rim,212.334,315.442,http://starwars.wikia.com/wiki/Ord_Sigatt
Mandalore,Ordo,Outer Rim,356.867,267.676,http://starwars.wikia.com/wiki/Ordo
,Osadia,Core,-60.099,-16.946,http://starwars.wikia.com/wiki/Osadia
Pacanth Reach,Panatha,Outer Rim,-388.465,-626.018,http://starwars.wikia.com/wiki/Panatha
Quelii,Quelii,Outer Rim,317.67,372.077,http://starwars.wikia.com/wiki/Quelii
Chorlian,Rekkiad,Outer Rim,737.229,540.97,http://starwars.wikia.com/wiki/Rekkiad
Meridian,Sorjus,Outer Rim,609.912,294.792,http://starwars.wikia.com/wiki/Sorjus
Calamari,Taral V,Outer Rim,911.978,290.647,http://starwars.wikia.com/wiki/Taral_V
Meerian,Vanquo,Outer Rim,323.235,311.108,http://starwars.wikia.com/wiki/Vanquo
Eucer,Ringo Vinda,Mid Rim,609.018,215.224,http://starwars.wikia.com/wiki/Ringo_Vinda
Sluis,Bpfassh,Outer Rim,138.399,-925.996,http://starwars.wikia.com/wiki/Bpfassh
Vensensor,Sarrish,Expansion Regions,-17.079,-613.832,http://starwars.wikia.com/wiki/Sarrish
,Uphrades,Inner Rim,171.34,175.131,http://starwars.wikia.com/wiki/Uphrades
Ojoster,Denova,Outer Rim,283.797,266.483,http://starwars.wikia.com/wiki/Denova
Tion Hegemony,Kaon,Outer Rim,773.665,393.386,http://starwars.wikia.com/wiki/Kaon
Corva,Oricon,Outer Rim,446.339,634.704,http://starwars.wikia.com/wiki/Oricon
Chorlian,Nathema,Outer Rim,734.736,513.701,http://starwars.wikia.com/wiki/Nathema
,Utrost,Core,14.195,4.175,http://starwars.wikia.com/wiki/Utrost
Grumani,Phaegon_III,Outer Rim,214.776,-738.459,http://starwars.wikia.com/wiki/Phaegon_III
Esstran,Jagomir,Outer Rim,579.813,464.877,http://starwars.wikia.com/wiki/Jagomir
Calaron,Fwillsving,Outer Rim,848.966,-1.514,http://starwars.wikia.com/wiki/Fwillsving
Nembus,Kirtania,Outer Rim,442.97,519.558,http://starwars.wikia.com/wiki/Kirtania
,Transel,Colonies,58.777,-387.26,http://starwars.wikia.com/wiki/Transel
Thrasybule,Malrev IV,Outer Rim,433.752,332.386,http://starwars.wikia.com/wiki/Malrev_IV
Prefsbelt,Carlac,Outer Rim,-91.509,413.975,http://starwars.wikia.com/wiki/Carlac
,Kadavo,Wild Space,789.335,556.938,http://starwars.wikia.com/wiki/Kadavo
Hutt Space,Orondia,Hutt Space,722.483,-180.722,http://starwars.wikia.com/wiki/Orondia
Bright Jewel,Patitite Pattuna,Mid Rim,23.876,224.665,http://starwars.wikia.com/wiki/Patitite_Pattuna
,Quarzite,Inner Rim,189.691,-370.86,http://starwars.wikia.com/wiki/Quarzite
Boeus,Stobar,Expansion Regions,140.302,-530.096,http://starwars.wikia.com/wiki/Stobar
Mandalore,Zanbar,Outer Rim,373.4,287.645,http://starwars.wikia.com/wiki/Zanbar
,Zardossa Stix,Colonies,-145.978,-314.636,http://starwars.wikia.com/wiki/Zardossa_Stix
Meridian,Cybloc,Outer Rim,643.249,295.6,http://starwars.wikia.com/wiki/Cybloc
Kriz,Taul,Outer Rim,-110.947,-878.579,http://starwars.wikia.com/wiki/Taul
Piryn SHar,Noe'ha'on,Expansion Regions,-75.985,-623.321,http://starwars.wikia.com/wiki/Noe%27ha%27on/Canon
,Ahch-To,Unknown Regions,-651.605,-371.236,http://starwars.wikia.com/wiki/Ahch-To
Corporate Sector,Cantonica,Outer Rim,737.407,585.696,http://starwars.wikia.com/wiki/Cantonica
Grumani,Crait,Outer Rim,248.05,-744.476,http://starwars.wikia.com/wiki/Crait
,Trantor,Core,146.12,-64.355,http://starwars.wikia.com/wiki/Trantor
Corporate Sector,Salient,Outer Rim,752.63,614.099,http://starwars.wikia.com/wiki/Salient_system
,Ganthel,Core,75.948,27.57,http://starwars.wikia.com/wiki/Ganthel
Nuiri,Quell,Outer Rim,586.648,323.269,http://starwars.wikia.com/wiki/Quell_system
Kwymar,Seelos,Outer Rim,509.133,545.761,http://starwars.wikia.com/wiki/Seelos
Nuiri,Stygeon Prime,Outer Rim,572.269,289.747,http://starwars.wikia.com/wiki/Stygeon_Prime
Wazta,Lotho Minor,Outer Rim,-210.993,-792.941,http://starwars.wikia.com/wiki/Lotho_Minor
Savareen,Savareen,Outer Rim,591.877,-688.263,http://starwars.wikia.com/wiki/Savareen
Sloo,Vandor,Mid Rim,427.165,-443.769,http://starwars.wikia.com/wiki/Vandor-1
,Crustai,Unknown Regions,-387.053,125.905,http://starwars.wikia.com/wiki/Crustai
Pakuuni,Telaris,Outer Rim,849.259,354.859,http://starwars.wikia.com/wiki/Telaris_system
Lostar,Teya IV,Expansion Regions,138.666,216.79,http://starwars.wikia.com/wiki/Teya_IV
Sujimis,Orto Plutonia,Outer Rim,431.578,-968.659,http://starwars.wikia.com/wiki/Orto_Plutonia
Savareen,Apatros,Outer Rim,563.024,-685.06,http://starwars.wikia.com/wiki/Apatros_system
Jospro,Chad,Outer Rim,671.009,263.914,http://starwars.wikia.com/wiki/Chad
Kuat,Drurish,Core,185.277,-58.825,http://starwars.wikia.com/wiki/Drurish_system
Hutt Space,Vodran,Hutt Space,773.218,71.262,http://starwars.wikia.com/wiki/Vodran
Sluis,Orto,Outer Rim,146.339,-910.468,http://starwars.wikia.com/wiki/Orto
Corellian,Plympto,Core,144.717,-187.766,http://starwars.wikia.com/wiki/Plympto
Suolriep,Laboi II,Outer Rim,730.602,132.707,http://starwars.wikia.com/wiki/Laboi_II
Farlax,Widek,Core,-77.56,-4.912,http://starwars.wikia.com/wiki/Widek
Thursa,Bedlam,Mid Rim,356.622,224.747,http://starwars.wikia.com/wiki/Bedlam
Calaron,Dweem,Outer Rim,869.579,10.169,http://starwars.wikia.com/wiki/Dweem
Halthor,Doan,Outer Rim,116.856,353.335,https://starwars.fandom.com/wiki/Doan
Mandalore,Krownest,Outer Rim,328.188,264.487,https://starwars.fandom.com/wiki/Krownest
Belsmuth,Katraasii,Outer Rim,360.22,321.285,https://starwars.fandom.com/wiki/Katraasii
Morshdine,Altyr V,Outer Rim,346.673,487.02,https://starwars.fandom.com/wiki/Altyr_V
Lahara,Chrellis,Outer Rim,181.22,425.989,https://starwars.fandom.com/wiki/Chrellis
Sprizen,Keeper's World,Outer Rim,318.98,483.316,https://starwars.fandom.com/wiki/Keeper%27s_World
,Tholoth,Colonies,223.73,-234.721,https://starwars.fandom.com/wiki/Tholoth
Kessel,Oba Diah,Outer Rim,884.828,-14.437,https://starwars.fandom.com/wiki/Oba_Diah
,Yanibar,Wild Space,642.725,-917.056,https://starwars.fandom.com/wiki/Yanibar
Seswenna,Uvena Prime,Outer Rim,174.147,-810.728,https://starwars.fandom.com/wiki/Uvena_Prime
,Kaikielius,Core,1.471,-10.018,https://starwars.fandom.com/wiki/Kaikielius
D'Aelgoth,Argul,Mid Rim,16.852,-775.336,https://starwars.fandom.com/wiki/Argul
,Diab,Wild Space,-189.276,384.362,https://starwars.fandom.com/wiki/Diab
,Exegol,Unknown Regions,-597.906,237.279,https://starwars.fandom.com/wiki/Exegol
Trilon,Batuu,Outer Rim,-387.826,-555.59,https://starwars.fandom.com/wiki/Batuu
Ombakond,Pasaana,Expansion Regions,400.369,-298.679,https://starwars.fandom.com/wiki/Pasaana
Hune,Sinta,Mid Rim,556.005,-183.709,https://starwars.fandom.com/wiki/Sinta
Bryx,Kijimi,Mid Rim,649.226,169.863,https://starwars.fandom.com/wiki/Kijimi
Cademimu,Ajan Kloss,Outer Rim,56.074,401.682,https://starwars.fandom.com/wiki/Ajan_Kloss
